Time,Roll,RollRate,Pitch,PitchRate,Yaw,YawRate,Aileron,Elevator,Rudder
0.22,9.760172208691792,-2.436252616449997,4.785084453412113,-2.4962249049252097,1.873050690139998,-1.4801961944859152,-13.79999999999999,-13.79999999999999,-10.795311369110111
0.23,9.73495890867962,-2.5948606186445007,4.75811276587502,-2.675315309323355,1.8569292003795455,-1.574262894300008,-14.399999999999991,-14.399999999999991,-10.657578598970744
0.24,9.709826902793338,-2.756162965744046,4.728620974131327,-2.8591169446865576,1.8395053450086523,-1.6621006213442577,-14.999999999999993,-14.999999999999993,-10.057578598970744
0.25,9.680953580471682,-2.921372160801953,4.699835455746413,-3.04818076267151,1.8223702944601599,-1.7447881314453633,-15.599999999999993,-15.599999999999993,-9.457578598970745
0.26,9.651552075699765,-3.089343548066709,4.668726199043034,-3.2415005342862564,1.8043080399853741,-1.8221063302613203,-16.199999999999996,-16.199999999999996,-8.857578598970747
0.27,9.620470455621913,-3.25729035373386,4.634988861879311,-3.4427246736017083,1.7869750450567692,-1.8941282764497962,-16.799999999999994,-16.799999999999994,-8.257578598970747
0.28,9.584477167691825,-3.4308080068055706,4.598796733691018,-3.646012856118768,1.768316006189399,-1.967522295639319,-17.399999999999995,-17.399999999999995,-8.271938596571104
0.29,9.549487254444964,-3.6089831624088773,4.561286810678667,-3.854395319743634,1.7490762493662673,-2.034561019636391,-17.999999999999996,-17.999999999999996,-7.671938596571105
0.3,9.511108473072904,-3.788893528578983,4.520713915937317,-4.069811983788086,1.7285531683102935,-2.094836453406985,-18.599999999999998,-18.599999999999998,-7.071938596571105
0.31,9.47435381714354,-3.970119616672643,4.478955276681815,-4.2879816507158965,1.7073370427155665,-2.1532858366562495,-19.2,-19.2,-6.471938596571105
0.32,9.432930655727342,-4.156442227553808,4.435084162328919,-4.510763186459632,1.6859303799215042,-2.208457256538457,-19.8,-19.8,-6.141390053053386
0.33,9.389793217240364,-4.346160986197625,4.386390351251111,-4.737901468519753,1.6628688321935996,-2.259312120707469,-20.4,-20.4,-5.722369273156687
0.34,9.344680308219681,-4.537348548741156,4.3347889686790575,-4.968808692153452,1.6409634361417575,-2.305293070263734,-21.0,-21.0,-5.1223692731566866
0.35000000000000003,9.298476112532096,-4.73216460673233,4.284522770874586,-5.205513168716598,1.6182638426471456,-2.3530504025057892,-21.6,-21.6,-5.229628338190461
0.36,9.249659283393978,-4.929375449442475,4.230244730955464,-5.4454137948497126,1.5957734613618302,-2.3973455474705916,-22.200000000000003,-22.200000000000003,-5.035332365010101
0.37,9.198217116885846,-5.128755281179212,4.173622309608486,-5.687933462086525,1.5728092345527667,-2.437062758747264,-22.800000000000004,-22.800000000000004,-4.4353323650101
0.38,9.146388984409887,-5.329045009043862,4.116962632019449,-5.935452343985066,1.5497329317880426,-2.470787870095277,-23.400000000000006,-23.400000000000006,-3.8353323650101
0.39,9.094364567034592,-5.5325678577702355,4.057496603841316,-6.186308291459129,1.5241769148346944,-2.5032149028619624,-24.000000000000004,-24.000000000000004,-3.2353323650101
0.4,9.038681292830104,-5.737110157699311,3.995272384140507,-6.442821107681769,1.4985901270144812,-2.530396717850294,-24.600000000000005,-24.600000000000005,-2.789161858599183
0.41000000000000003,8.97937715136091,-5.945439668892613,3.9295742958080107,-6.700306695040603,1.4721965061009175,-2.5635551029358177,-25.0,-25.0,-3.1638401764120205
0.42,8.917969175186295,-6.14954555900708,3.862355396797663,-6.943441654764906,1.4469376890232615,-2.587756111849933,-25.0,-24.4,-2.5638401764120204
0.43,8.854931120256754,-6.351284740370763,3.790687031877335,-7.176569122301046,1.4197274018987212,-2.6087681160102734,-25.0,-23.799999999999997,-1.9638401764120206
0.44,8.790214295720657,-6.550707373606158,3.71658582324897,-7.397053799793546,1.3927459979631238,-2.6263999693293374,-25.0,-23.2,-1.3638401764120205
0.45,8.722542588990244,-6.749077580263016,3.6395553079955363,-7.606309398596635,1.3645283395955292,-2.6378694616314644,-25.0,-22.599999999999998,-0.7638401764120205
0.46,8.652444877167174,-6.940475232718302,3.5630824156782586,-7.803747601600726,1.3382668524591523,-2.6471569512212203,-25.0,-21.999999999999996,-0.7544629181494067
0.47000000000000003,8.58158598288666,-7.128488074309598,3.4838050811221635,-7.989645434405284,1.3119878952996271,-2.654604287478104,-25.0,-21.399999999999995,-0.5432267656769527
0.48,8.51075793650022,-7.315911468050605,3.403563725196553,-8.162106961272208,1.283731675220506,-2.6624461195366718,-25.0,-20.799999999999994,-0.38878895326219765
0.49,8.437060534325463,-7.502429339968255,3.319229572550951,-8.325858203532057,1.2561257243523871,-2.6682997580005035,-25.0,-20.199999999999992,-0.19242245198914024
0.5,8.362569846613045,-7.684962016826107,3.2369894617720125,-8.481177684734305,1.2279100937221468,-2.6677166037284725,-25.0,-19.599999999999994,0.4075775480108597
0.51,8.285384911403636,-7.864158504086419,3.1498980186639027,-8.623286941788795,1.2005413865701888,-2.6658365968211015,-25.0,-18.999999999999993,0.5756406280849932
0.52,8.206878110187674,-8.040347213553412,3.0632763709334525,-8.755362541672003,1.1747261370995765,-2.6607828548757997,-25.0,-18.39999999999999,1.1756406280849931
0.53,8.126759006019645,-8.215254890490161,2.9768586970470383,-8.873505203928344,1.1484566846765725,-2.6560774569751637,-25.0,-17.79999999999999,0.958238398884945
0.54,8.04158756557451,-8.388188200393532,2.8881585830519603,-8.983127620859868,1.1228122807990486,-2.648895254578979,-25.0,-17.19999999999999,1.337750879435962
0.55,7.956711584110813,-8.556932120747097,2.798456181957442,-9.083402234618374,1.0960646008567925,-2.643502312118218,-25.0,-16.599999999999987,1.3680171817242386
0.56,7.868753796389283,-8.724079534419046,2.7062827764696213,-9.173423477457506,1.069549690510448,-2.6352064329682983,-25.0,-15.999999999999988,1.3438234423057607
0.5700000000000001,7.779732276665165,-8.886757700099059,2.61510560206932,-9.254235190418894,1.0429876518841579,-2.622896281149346,-25.0,-15.399999999999986,1.9438234423057605
0.58,7.6886211672290194,-9.049874837037514,2.5215441439554533,-9.324990657601338,1.0152714139936347,-2.611150911303504,-25.0,-14.799999999999986,1.856184747269727
0.59,7.598436737122732,-9.209097490522929,2.429749634680076,-9.385714694342727,0.990140008850043,-2.5945293844190322,-25.0,-14.199999999999987,2.456184747269727
0.6,7.506268681495528,-9.369498600873444,2.33578846433416,-9.43463722072381,0.9650642608579165,-2.5810935496587013,-25.0,-13.599999999999987,2.0430904522255657
0.61,7.412474032562767,-9.524853389987744,2.240888467977201,-9.47814509438783,0.9386592598084301,-2.5639864073352046,-25.0,-12.999999999999988,2.643090452225566
0.62,7.3168323589422695,-9.675608644937236,2.1460224606186027,-9.511908980422065,0.9122877436706855,-2.5436095730810004,-25.0,-12.39999999999999,2.941987978716268
0.63,7.21983840343073,-9.826375520535212,2.0514237583454946,-9.534969313031288,0.8861861732596328,-2.5236253949640433,-25.0,-11.79999999999999,2.6405097634176546
0.64,7.121374970400482,-9.975148180396737,1.9572040013323748,-9.54979776022437,0.8614958976333795,-2.5087616904915397,-25.0,-11.19999999999999,2.667680511392217
